station_id,D_station,station_latitude,station_longitude,bikepath
152,Warren St & Church St,40.71473993,-74.00910627,
275,Washington Ave & Greene Ave,40.68650065,-73.96563307,
313,Washington Ave & Park Ave,40.69610226,-73.96751037,
262,Washington Park,40.6917823,-73.9737299,
369,Washington Pl & 6 Ave,40.73224119,-74.00026394,
335,Washington Pl & Broadway,40.72903917,-73.99404649,
405,Washington St & Gansevoort St,40.739323,-74.00811899999999,
534,Water - Whitehall Plaza,40.70255065,-74.0127234,8/9th ave
328,Watts St & Greenwich St,40.72405549,-74.00965965,
426,West St & Chambers St,40.71754834,-74.01322069,hudson river greenway
363,West Thames St,40.70834698,-74.01713445,hudson river greenway
360,William St & Pine St,40.70717936,-74.00887308,
244,Willoughby Ave & Hall St,40.69196035,-73.96536851000001,
3060,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915000001,
373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,
239,Willoughby St & Fleet St,40.69196566,-73.9813018,
2002,Wythe Ave & Metropolitan Ave,40.716887,-73.96319800000001,
430,York St & Jay St,40.7014851,-73.98656928,
