D_station,LU1,LU2,LU3,LU4,LU5,LU6,LU7,LU8,LU9,LU10,LU11,LUNA,LU23,LU458,LU6710
Brooklyn Bridge Park - Pier 2,.0544869841005016,.1147884906305095,.3076561354481329,.001413725449304,.1783652280489546,0,.2580460028266488,.0515175590716657,.031803809398527,.0018218008094932,0,.0001002642162627,.42244461,.23129651,.25986782
Bus Slip & State St,0,0,.0022552212473115,.0731255280977518,.8250302129076844,.0037511096279256,.0291001089231443,.0159605606845073,.0414918665759727,.0038521813879536,0,.0054332105477488,.0022552214,.91411632,.0367034
Bushwick Ave & Powers St,.0724456417335994,.3695232420763391,.0676611797411943,.2620950264618847,.0188263315848432,.0552214711414981,.0039149016011047,.147568534052232,.0000787742582195,.0026648973490851,0,0,.43718442,.42848989,.06180127
Cadman Plaza E & Red Cross Pl,.0070315621179152,.0146559317001316,.2278812427590412,.2179455180992973,.2452806651512847,.0488493340274408,.0047145495808907,.1911279343003,.0376947097190534,.0048185525446451,0,0,.24253717,.6543541,.058382437
Cadman Plaza E & Tillary St,.0042170326937812,.0222996341710613,.2294110980790896,.0496922572604086,.3955201015441997,0,0,.2943643453807933,.0044955308706663,0,0,0,.25171074,.7395767,0
Cadman Plaza W & Pierrepont St,.0077146002174201,.0337817505792142,.2284202566894843,.0845276476027838,.4162818889864542,0,0,.2249995293876192,.0042743265370242,0,0,0,.26220199,.72580904,0
Cadman Plaza West & Montague St,.0083300892992823,.0308368006032955,.1765980828338364,.1154458630609448,.4346318883734733,0,0,.230101407766755,.0040558680624128,0,0,0,.20743488,.78017914,0
Cambridge Pl & Gates Ave,.1818382294353791,.3372802500434679,.2400335539756041,.0969273882844849,.0143269374029377,.0255108554279213,.0001777223284113,.1034015165046283,0,.0005035465971654,0,0,.57731378,.21465585,.026192125
Canal St & Rutgers St,.0010502655649378,.0300654267371668,.2663570890250874,.4711397989270412,.0362417287451442,.0381822670039586,.0073657958610626,.1472672084369246,.0020772325639621,.0002531871347149,0,0,.29642251,.65464872,.045801248
Carlton Ave & Flushing Ave,.0253098300189735,.0503622812557927,.0213295528048947,.1627140412814841,.0070427040464407,.0342968330249335,.6206515912913764,.0753377514928551,.0009886982798448,.0019667165034046,0,0,.071691833,.24509449,.65691513
Carlton Ave & Park Ave,.0237869867596147,.066615889174918,.0736645614670088,.1848165918423038,.0054033319344586,.0487968014455198,.5227368509927617,.0690109575357194,.0010202107717157,.0041478180759796,0,0,.14028046,.25923088,.57568145
Carmine St & 6 Ave,.0370534794046897,.1452999729178867,.1524242159308048,.3153844476379242,.1681924613292963,.0015281620968185,0,.1692839485227778,.003636578978905,.0071933987665468,0,3.33441435047e-06,.29772419,.65286088,.0087215612
