D_station,LU1,LU2,LU3,LU4,LU5,LU6,LU7,LU8,LU9,LU10,LU11,LUNA,LU23,LU458,LU6710
Catherine St & Monroe St,.0003345829386494,.0176332643844641,.0959254861490099,.4974368158708302,.2380564114269739,.0431811811223845,.0074973530771965,.0995166763571799,.0004182286733117,0,0,0,.11355875,.83500993,.050678533
Center Blvd & Borden Ave,0,.0075702001285433,.4909116597593138,.2764652268345116,.0195117018683097,.1627651204538907,0,.038398971653997,0,.0020223399304093,0,.0023547793710246,.49848187,.33437589,.16478746
Central Park S & 6 Ave,0,0,.1575160246247398,.2331849978196911,.5998681380883744,.0022609143390262,0,.0071699251281685,0,0,0,0,.15751602,.84022307,.0022609143
Central Park West & W 68 St,.0126329845945951,.0697765172328437,.4467593759675912,.3401899676156929,.0813067149084315,0,0,.0493344396808455,0,0,0,0,.51653588,.47083113,0
Central Park West & W 72 St,.0205837415936887,.1221735583743726,.5585709515916717,.1220161245961282,.0460239655828952,0,0,.1306316582612437,0,0,0,0,.68074453,.29867175,0
Central Park West & W 76 St,.0177088491747582,.1087866469419353,.5741079991725643,.0641809639626651,0,0,0,.2352155407480772,0,0,0,0,.68289465,.29939651,0
Central Park West & W 85 St,.0315281690782243,.152740534661461,.5335499231904209,.113260354113411,0,0,0,.1689210189564827,0,0,0,0,.68629044,.28218138,0
Centre St & Chambers St,.0003507981671245,.001145828976282,.1311554682336037,.1630853215171066,.5312612651832164,.0019697096216763,.0050266346135948,.1628692066931742,.0009035147234545,.0020935476198839,0,.000138704650883,.1323013,.85721582,.0090898918
Centre St & Worth St,.0001561472640462,.0024114342477534,.0502015622620516,.1826226399045871,.4771197197121911,.0141344069672215,0,.2706298403754232,.0009014468301867,.0015094235524465,0,.0003133788840927,.052612998,.93037218,.015643831
Cherry St,.0011529323739329,0,.9274771284064464,.008572292698095,.0031552596162722,0,.0157809136976917,.0375341919999223,.0063272812076396,0,0,0,.92747712,.049261745,.015780915
Christopher St & Greenwich St,.0397719826328478,.1715016501219729,.2020642087194034,.2812198685218005,.1025710855259703,.1250686214288922,.0205825160036769,.0393161396543278,.0005386081589689,.0173265450845696,0,.0000387741475698,.37356585,.42310709,.16297768
Clark St & Henry St,.0432841353075495,.1068100309523868,.3849434082698303,.0724562846589474,.0809034258552988,0,.0789321119976062,.2145076896569485,.0180556100587899,.0001073032426427,0,0,.49175343,.36786741,.079039417
Clermont Ave & Lafayette Ave,.1365801737099878,.2670811087842677,.3848156155707687,.0585492941971089,.004482111401118,.0005498440411501,0,.146828587817221,.0000543055843111,.0010589588940668,0,0,.65189672,.20986,.0016088029
Clermont Ave & Park Ave,.0308763028098889,.087982187883866,.0278847272081362,.1779212716993621,.0077139785574117,.1136840321369695,.479060438765509,.0696716117401033,.0000473015061615,.0051581476925918,0,0,.11586691,.25530687,.5979026
Cleveland Pl & Spring St,.0010861392467569,.0308035534716957,.1275032421726415,.3706182605328253,.3864031262336541,.048083075662796,.000386391687536,.0271383369776952,.0001654046417805,.0068393745320136,0,.000973094840605,.15830679,.78415972,.055308841
Cliff St & Fulton St,.0004660737328645,.0024379356814248,.1610553789609516,.2082472197101581,.5759937472108088,.003514931062094,.0144839413595231,.0310893433341155,0,.0017680797102102,0,.0009433492378494,.16349332,.81533033,.019766953
Clinton Ave & Flushing Ave,.0243630500940562,.0411815296720522,.001521948261958,.0750476377479328,.0082112046674061,.1828819660220504,.6172236527094652,.0431979350528893,.0000315342550306,.0063395415171593,0,0,.04270348,.12645678,.80644518
Clinton Ave & Myrtle Ave,.0813860510037669,.1963848405793949,.2421348344450603,.3088867662545322,.0235474970776536,.0507133661965026,.000681986229241,.0883847576077765,.0003041871070706,.0071330295593979,0,.0004426839396037,.43851969,.42081901,.058528382
Clinton St & Grand St,.0016584357561997,.0371656212633241,.4107723492402176,.3250076534456922,.0279319769780162,.0101049059067137,.0012804349986265,.1801321614291136,.0022790939647538,.0003492730492707,0,.0033180939680719,.44793797,.53307182,.011734614
Clinton St & Joralemon St,.0558367134276254,.1037547421250211,.1400595635028493,.1553060280266259,.4285558257201238,.0016638513904984,.0000944829896747,.1096684859297002,.0038030888925678,.0012572179953134,0,0,.2438143,.69353032,.0030155524
Clinton St & Tillary St,.0083921645751264,.0339761733867669,.2737258194043442,.0634305699611845,.348975597044002,0,0,.2672512514682451,.0042219621417426,.0000264620185884,0,0,.307702,.6796574,.000026462019
Columbia Heights & Cranberry St,.0403207843018493,.0756052822161456,.3696983209419893,.1130699396036197,.1380559853089604,.0189542398342507,.1079540784917979,.1161998787581957,.017917262128227,.0021720140289612,0,.0000522143860032,.44530359,.36732581,.12908033
Columbia St & Rivington St,.0012333096010718,.0226148803886451,.7714901065731862,.0980295720179399,.0002485622950002,.0001681747598107,.0060995303635745,.0856938692984447,.0029136277137205,.008313046552203,0,.0031953204364034,.79410499,.183972,.014580752
Columbus Ave & W 72 St,.016393169978087,.1287388950349037,.3953280185091839,.3737143516136455,.0487514770892631,0,0,.0370740877749169,0,0,0,0,.52406693,.45953992,0
Concord St & Bridge St,.0011653415746961,.0110017702101544,.2747345917979072,.1908513457220261,.2613430293743982,.0483820020639694,.0001327615091301,.1928508480152027,.0194532607196201,.0000850490128956,0,0,.28573635,.64504522,.048599813
Cumberland St & Lafayette Ave,.1387729922857156,.2643692686935697,.1910255204629933,.0681365474058097,.1492455022722342,.0005017884110666,0,.1665455560069586,.0212888379583977,.0001139865032546,0,0,.45539477,.38392761,.00061577489
Dean St & 4 Ave,.0540227269386851,.1621865745736228,.1485031754969522,.1739791199228413,.2602979001833177,.0213496989727213,.0000912280666188,.1595092335473983,.0172319681391046,.0027626899507723,0,.0000656842079655,.31068975,.59378624,.024203617
DeKalb Ave & Hudson Ave,.0120370284104155,.0225865892969376,.0309081615704573,.4927570290872186,.2719522202728437,.0123500498339102,0,.1309650365885955,.0005030510218495,.0259408339177721,0,0,.053494751,.89567429,.038290884
DeKalb Ave & S Portland Ave,.1169583974521089,.2587492234562296,.0510195393771688,.1407217238829868,.0894902436366192,.0047718255262368,0,.3114516659099354,.0002559841735856,.026581396585129,0,0,.30976877,.54166365,.03135322
DeKalb Ave & Skillman St,.0679672777170623,.2735968066907665,.2815474267833324,.1723099875688683,.0456105565127464,.0274981109554771,.0011896113205621,.1278447385530187,0,.0024354838981662,0,0,.55514425,.34576529,.031123206
DeKalb Ave & Vanderbilt Ave,.1103046503630145,.2294372567139054,.4212927228623179,.0537833259969713,.0033750205882305,.0014461853584696,0,.1789340595680674,.0002803905910243,.0011337861336834,0,.0000126018243157,.65072995,.2360924,.0025799714
Devoe St & Leonard St,.1238318309709595,.4137948073744402,.0784294313148239,.2919850896309573,.0279615854559243,.0265825532981911,.0014971347847107,.0354428787182395,.0000760482790923,.0003986401726611,0,0,.49222425,.35538957,.028478328
Division Ave & Hooper St,.0524123254177757,.2943686382999829,.2444277432118904,.1767838477802822,.045480701580356,.0237665351387197,.0007135528894816,.1527608239601301,.0021823352088925,.0068308194227834,0,.0002726770897054,.53879637,.37502536,.031310908
Division Ave & Marcy Ave,.0467052000717051,.3254417372008857,.1430453625823176,.274885524095443,.0522014969717714,.0118833498583711,.0006326918730729,.1417544716638115,.0027376748345668,.0007124908480551,0,0,.46848711,.46884149,.013228533
Division St & Bowery,.0002074038687389,.0119472694099631,.0598174650073666,.3977461767257255,.2122780901030388,.0286322769159667,.0046475174131391,.2803098429439965,.0005382706515633,.0038756869605015,0,0,.071764737,.89033413,.037155483
Driggs Ave & Lorimer St,.0524927803604042,.2835038389050389,.1806227506288284,.2860748596818898,.0302579659754831,.0718830426001713,0,.0694713097800412,.0251631450319022,.0005303070362408,0,0,.46412659,.38580415,.072413348
Driggs Ave & N Henry St,.1207757857002843,.6196021883594287,.0196506045077916,.1252005421262555,.0180004172790545,.0450812810803489,.0008734676983106,.0443996271409739,.0033651536655357,.0019909090373726,0,.0010600234046437,.63925278,.18760058,.04794566
Duane St & Greenwich St,.0046571480553082,.0141047970145593,.1524912537238899,.3698752604210978,.3508799478661196,.015883386783547,.0064994114997122,.0784029672086731,0,.0030413611722547,0,.0041644662548384,.16659606,.79915816,.02542416
Duffield St & Willoughby St,0,0,.0275425163750674,.3572167649157357,.4728665478985628,.0058113417166993,.0000595633908061,.1228062041929956,.0024420608658487,.0112550006442843,0,0,.027542517,.9528895,.017125906
E 10 St & 5 Ave,.0190581595403809,.0473776172774689,.3884127418770121,.2158442626355142,.1861943944269442,.0074746184601065,0,.1345127325071562,.0001441830871648,.0009812901882523,0,0,.43579036,.53655142,.0084559089
E 10 St & Avenue A,.002823295999875,.2406606957868293,.2777604416355121,.3611369146244897,.0052281161851331,.0016718528636692,.0008372445427766,.1088609275790793,.0007251562937845,.0002758269193404,0,.0000195275695108,.51842111,.47522596,.0027849243
E 11 St & 1 Ave,.0042309175390277,.1096614491066299,.1140081020803532,.6555090541855307,.0119684437713514,.0010556671442899,.00054788104917,.100349421025364,.0003201097141925,.0023489543840908,0,0,.22366954,.76782691,.0039525027
E 11 St & 2 Ave,.0056857370738063,.1440408125806487,.1879263390470712,.2996159679377223,.1333779859192299,.0045615380529373,.0002337604095693,.220911358782559,.0004712377380535,.0031752624584026,0,0,.33196715,.65390533,.0079705613
E 11 St & Broadway,.0071607888871185,.0297718919384206,.2886478142972484,.251381007466307,.2342253009277515,.0096514962198176,0,.1759722230593294,.000143251431432,.0030462257725751,0,0,.31841969,.66157854,.012697722
E 12 St & 3 Ave,.005104918682533,.0624637060862941,.256333397506982,.2869440709121783,.2120404452022017,.0103562558501328,.0001247539915652,.1603893099016312,.0001766127187636,.0060665291477183,0,0,.31879711,.65937382,.016547538
E 13 St & Avenue A,.0009596718218596,.0991133122672004,.0910632285321311,.7370314704940497,.0031124853865833,.0005441247297571,.0004788144401242,.0671812410972435,.0004741539795736,.0000287288664075,0,.00001276838507,.19017655,.80732518,.0010516681
E 14 St & Avenue B,.000524279962919,.0705203872989164,.1419902433162371,.7607176067652192,.0020361020387048,.0004593902793246,.0005377598087927,.023000990840373,.0001988994279455,0,0,.0000143402615678,.21251063,.78575468,.00099715008
E 15 St & 3 Ave,.0115286986124984,.0684338564482869,.2619910594316185,.2545867207405136,.1959677693078472,.0026828622457572,0,.2015778859835719,.0002898823101269,.0029412649197794,0,0,.3304249,.65213239,.0056241271
E 16 St & 5 Ave,.0019870975304484,.0122597383945024,.2311018140894557,.1408765201483205,.5240649569241469,.0125170494876924,0,.0770509239255128,.0001418994999209,0,0,0,.24336155,.74199241,.01251705
E 16 St & Irving Pl,.0094021454950559,.0378160666214141,.2837171197432196,.23784550520507,.2604613805548263,.0129994691954305,0,.1550321282176936,.0002445796306763,.0024816053366138,0,0,.32153317,.65333903,.015481074
E 17 St & Broadway,.0026982965744172,.0164581582128197,.2078332240352747,.2160172605515335,.4561547198534961,.0116004159221225,0,.0850691032013083,.0001218098892306,.0040470117597974,0,0,.22429138,.75724107,.015647428
E 19 St & 3 Ave,.0137926246827474,.04429961109219,.312884772590129,.2131421419181187,.2365678106596863,.0066839422792769,0,.1663166671610781,.0000924674599029,.0062199621568706,0,0,.35718438,.61602664,.012903905
